odor,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,class
f,b,p,k,k,n,p,l,h,p
f,n,b,k,k,w,w,e,w,p
f,b,h,k,k,b,n,l,h,p
n,b,e,s,s,w,w,e,w,e
n,b,p,s,s,g,p,p,k,e
f,b,g,k,k,p,b,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,p,k,k,n,n,l,h,p
n,b,n,s,s,p,w,p,n,e
f,b,h,k,k,p,b,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,h,k,k,b,b,l,h,p
n,b,w,s,s,w,w,p,r,p
f,b,p,k,k,p,p,l,h,p
f,n,b,k,s,p,w,e,w,p
f,b,g,k,k,p,p,l,h,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,n,n,l,h,p
n,b,e,s,s,e,e,e,w,e
f,b,h,s,s,w,w,p,h,p
f,b,h,k,k,n,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,w,f,s,w,w,p,h,p
c,n,g,s,s,w,w,p,k,p
f,b,g,k,k,n,n,l,h,p
f,b,p,k,k,b,p,l,h,p
f,b,h,k,k,n,n,l,h,p
n,n,p,s,f,w,w,f,h,e
n,n,h,s,f,w,w,f,h,e
f,b,h,k,k,n,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,p,k,k,n,p,l,h,p
y,n,b,k,k,p,w,e,w,p
y,n,b,k,k,p,w,e,w,p
f,b,h,k,k,b,b,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,g,k,k,p,p,l,h,p
f,b,h,k,k,n,b,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,h,k,k,b,n,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,p,f,s,w,w,p,h,p
f,b,p,k,k,b,p,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,n,b,l,h,p
f,b,h,f,f,w,w,p,h,p
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,p,n,l,h,p
c,n,n,s,s,w,w,p,k,p
f,b,p,k,k,b,b,l,h,p
n,b,u,s,s,p,w,p,n,e
f,b,g,k,k,p,p,l,h,p
f,b,p,k,k,n,p,l,h,p
n,b,e,s,s,w,w,e,w,e
f,b,h,k,k,b,p,l,h,p
f,b,g,k,k,p,p,l,h,p
f,b,g,k,k,b,b,l,h,p
n,n,w,s,f,w,n,e,w,e
n,b,e,s,s,e,e,e,w,e
f,b,g,k,k,p,n,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,h,f,f,w,w,p,h,p
f,b,g,k,k,p,b,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,n,b,l,h,p
s,n,b,s,k,w,w,e,w,p
n,b,w,s,s,e,w,e,w,e
f,b,g,k,k,b,p,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,g,k,k,b,n,l,h,p
f,b,h,k,k,n,n,l,h,p
n,b,w,s,s,e,e,e,w,e
n,n,w,k,y,w,n,e,w,p
f,b,g,k,k,n,n,l,h,p
f,b,h,k,k,n,p,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,w,f,f,w,w,p,h,p
n,b,w,s,s,w,w,e,w,e
f,b,w,f,f,w,w,p,h,p
f,b,g,k,k,b,n,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,h,s,s,w,w,p,h,p
f,b,g,k,k,p,p,l,h,p
f,b,h,k,k,p,n,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,p,s,f,w,w,p,h,p
n,b,w,s,s,w,e,e,w,e
n,b,w,s,s,e,e,e,w,e
n,b,e,s,s,w,w,e,w,e
n,b,g,s,s,w,w,p,r,p
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,p,k,k,p,p,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,n,b,l,h,p
f,b,h,k,k,b,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,g,k,k,p,n,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,g,k,k,n,n,l,h,p
n,n,w,s,f,w,w,f,h,e
f,b,g,k,k,b,b,l,h,p
y,n,b,s,s,w,p,e,w,p
f,b,p,k,k,p,n,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,h,k,k,n,p,l,h,p
n,b,e,s,s,w,w,e,w,e
f,b,h,k,k,p,p,l,h,p
f,b,h,k,k,n,p,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,g,k,k,b,n,l,h,p
f,b,g,k,k,p,b,l,h,p
f,n,b,k,k,p,p,e,w,p
f,b,g,k,k,n,n,l,h,p
n,n,w,k,y,w,n,e,w,p
n,b,w,s,s,w,w,p,r,p
f,b,p,k,k,n,b,l,h,p
f,b,h,k,k,n,b,l,h,p
n,n,u,s,f,w,w,f,h,e
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,n,p,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,w,s,s,e,w,e,w,e
f,b,g,k,k,p,p,l,h,p
f,b,g,k,k,b,n,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,g,k,k,b,n,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,p,k,k,p,b,l,h,p
f,b,p,k,k,b,b,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,n,p,l,h,p
f,b,h,s,f,w,w,p,h,p
c,n,p,s,s,w,w,p,n,p
f,b,g,k,k,p,b,l,h,p
n,n,p,s,f,w,w,f,h,e
f,b,g,k,k,p,p,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,p,f,s,w,w,p,h,p
f,b,g,k,k,p,n,l,h,p
f,b,h,k,k,p,n,l,h,p
f,b,g,k,k,b,n,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,p,k,k,p,p,l,h,p
f,b,g,k,k,p,n,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,h,k,k,b,p,l,h,p
f,b,g,k,k,p,p,l,h,p
s,n,b,k,k,w,w,e,w,p
f,b,h,k,k,p,b,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,w,f,s,w,w,p,h,p
f,b,h,k,k,n,p,l,h,p
f,b,h,k,k,b,p,l,h,p
f,b,h,k,k,n,n,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,p,k,k,b,b,l,h,p
y,n,b,k,k,w,w,e,w,p
n,b,e,s,s,e,w,e,w,e
n,b,w,s,s,e,w,e,w,e
f,b,p,k,k,p,p,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,n,b,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,w,s,f,w,w,p,h,p
f,b,h,k,k,b,p,l,h,p
f,b,p,f,f,w,w,p,h,p
f,b,p,k,k,b,n,l,h,p
f,b,p,k,k,b,p,l,h,p
f,b,p,s,f,w,w,p,h,p
f,b,p,f,f,w,w,p,h,p
f,b,h,f,s,w,w,p,h,p
f,b,p,k,k,n,b,l,h,p
f,b,g,k,k,p,b,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,h,k,k,n,b,l,h,p
n,n,u,s,f,w,w,f,h,e
n,b,e,s,s,w,w,e,w,e
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,n,b,l,h,p
y,n,b,k,s,p,w,e,w,p
f,b,h,k,k,p,b,l,h,p
f,b,h,k,k,n,p,l,h,p
f,b,h,k,k,b,n,l,h,p
f,b,h,k,k,b,p,l,h,p
n,b,n,s,s,g,w,p,n,e
f,b,p,k,k,n,b,l,h,p
f,b,g,k,k,n,b,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,g,k,k,p,b,l,h,p
n,n,w,k,y,w,n,e,w,p
f,b,h,k,k,n,b,l,h,p
n,n,w,f,s,w,n,e,w,e
f,b,h,k,k,n,n,l,h,p
f,b,h,k,k,n,p,l,h,p
f,b,g,k,k,b,b,l,h,p
f,b,p,k,k,p,b,l,h,p
f,b,h,k,k,p,p,l,h,p
f,b,h,k,k,p,n,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,g,k,k,n,b,l,h,p
n,b,w,s,s,w,w,p,r,p
n,b,e,s,s,w,w,e,w,e
f,b,g,k,k,b,b,l,h,p
f,b,p,k,k,p,p,l,h,p
n,b,e,s,s,w,e,e,w,e
f,b,p,k,k,n,n,l,h,p
f,b,p,s,s,w,w,p,h,p
s,n,b,k,k,w,w,e,w,p
y,n,b,s,k,w,w,e,w,p
y,n,b,k,k,w,w,e,w,p
n,n,w,s,s,w,w,p,w,p
f,b,p,f,s,w,w,p,h,p
n,n,w,f,s,w,n,e,w,e
f,b,p,k,k,p,b,l,h,p
f,b,g,k,k,b,p,l,h,p
f,b,p,k,k,b,p,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,w,f,s,w,w,p,h,p
f,b,h,s,f,w,w,p,h,p
y,n,b,k,s,p,p,e,w,p
n,n,w,s,f,w,n,e,w,e
f,b,w,s,f,w,w,p,h,p
f,b,h,s,f,w,w,p,h,p
f,b,w,s,f,w,w,p,h,p
f,b,p,s,s,w,w,p,h,p
n,n,w,f,s,w,n,e,w,e
f,b,g,k,k,n,n,l,h,p
f,b,h,f,f,w,w,p,h,p
f,b,w,s,s,w,w,p,h,p
n,n,w,s,s,w,w,p,w,p
f,b,p,s,f,w,w,p,h,p
n,n,w,s,s,w,w,p,w,p
f,b,p,s,s,w,w,p,h,p
f,b,h,f,f,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
s,n,b,s,s,w,p,e,w,p
y,n,b,k,s,p,p,e,w,p
n,b,w,s,s,e,w,e,w,e
n,b,w,s,s,e,e,e,w,e
f,b,w,s,s,w,w,p,h,p
n,b,w,s,s,w,w,p,r,p
f,b,p,k,k,b,b,l,h,p
f,b,p,k,k,p,n,l,h,p
n,b,r,s,s,w,w,p,r,p
f,n,b,k,s,p,p,e,w,p
y,n,b,k,k,p,p,e,w,p
f,b,p,k,k,b,b,l,h,p
n,b,e,s,s,e,w,e,w,e
f,n,b,k,k,p,p,e,w,p
f,b,g,k,k,p,b,l,h,p
y,n,b,k,s,w,w,e,w,p
n,n,w,s,f,w,n,e,w,e
f,n,b,s,k,w,p,e,w,p
n,b,e,s,s,e,e,e,w,e
n,b,w,s,s,w,e,e,w,e
f,b,g,k,k,p,b,l,h,p
n,b,r,s,s,w,w,p,r,p
n,n,w,k,y,w,y,e,w,p
y,n,b,s,k,w,w,e,w,p
f,b,w,s,s,w,w,p,h,p
f,b,h,f,s,w,w,p,h,p
f,b,h,k,k,p,n,l,h,p
f,b,w,s,f,w,w,p,h,p
f,n,b,s,k,w,w,e,w,p
f,b,p,f,s,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
n,b,w,s,s,w,w,e,w,e
f,b,w,f,f,w,w,p,h,p
f,b,p,f,s,w,w,p,h,p
n,b,w,s,s,e,e,e,w,e
f,b,p,k,k,n,p,l,h,p
n,n,w,k,y,w,n,e,w,p
n,b,e,s,s,e,w,e,w,e
f,b,p,k,k,p,p,l,h,p
f,b,h,f,s,w,w,p,h,p
f,b,h,f,s,w,w,p,h,p
f,b,h,k,k,b,p,l,h,p
f,b,h,k,k,p,b,l,h,p
n,b,w,s,s,w,w,e,w,e
n,b,e,s,s,e,e,e,w,e
n,b,r,s,s,w,w,p,r,p
n,n,w,f,f,w,n,e,w,e
n,b,w,s,s,e,w,e,w,e
f,b,h,f,s,w,w,p,h,p
f,b,w,f,s,w,w,p,h,p
f,b,g,k,k,b,p,l,h,p
f,b,w,f,s,w,w,p,h,p
f,b,p,s,s,w,w,p,h,p
n,n,w,s,f,w,n,e,w,e
y,n,b,k,s,w,w,e,w,p
f,b,h,k,k,n,p,l,h,p
n,n,h,s,f,w,w,f,h,e
f,b,p,k,k,b,p,l,h,p
n,b,w,s,s,w,w,p,r,p
f,b,h,f,s,w,w,p,h,p
s,n,b,s,s,w,w,e,w,p
n,b,w,s,s,e,w,e,w,e
f,n,b,k,k,w,p,e,w,p
f,b,g,k,k,n,b,l,h,p
f,b,h,f,f,w,w,p,h,p
n,b,e,s,s,w,e,e,w,e
f,b,h,k,k,p,b,l,h,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,p,s,f,w,w,p,h,p
f,n,b,s,s,w,w,e,w,p
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,n,n,l,h,p
n,n,w,k,y,w,n,e,w,p
n,b,w,s,s,w,w,e,w,e
f,b,h,k,k,p,n,l,h,p
y,n,b,k,s,p,w,e,w,p
f,b,h,f,f,w,w,p,h,p
n,b,e,s,s,w,e,e,w,e
f,b,g,k,k,p,p,l,h,p
y,n,b,s,s,p,p,e,w,p
f,b,p,s,s,w,w,p,h,p
f,b,h,f,s,w,w,p,h,p
n,b,w,s,s,w,w,p,r,p
n,b,w,s,s,e,w,e,w,e
f,b,w,s,s,w,w,p,h,p
y,n,b,s,s,w,p,e,w,p
n,b,w,s,s,e,w,e,w,e
f,b,g,k,k,n,p,l,h,p
n,b,w,s,s,e,e,e,w,e
f,b,p,f,f,w,w,p,h,p
n,b,e,s,s,w,e,e,w,e
n,n,w,k,y,w,n,e,w,p
f,b,h,f,f,w,w,p,h,p
f,n,b,k,s,p,w,e,w,p
f,n,b,k,k,w,w,e,w,p
f,b,w,s,s,w,w,p,h,p
f,n,b,s,s,w,p,e,w,p
n,b,w,s,s,w,e,e,w,e
n,n,w,f,f,w,n,e,w,e
f,b,h,k,k,b,n,l,h,p
n,b,w,s,s,e,w,e,w,e
f,b,p,k,k,b,p,l,h,p
f,b,p,k,k,n,b,l,h,p
f,b,w,s,f,w,w,p,h,p
n,n,w,s,s,w,w,p,w,p
n,n,w,f,f,w,n,e,w,e
n,n,w,k,y,w,y,e,w,p
f,b,w,f,f,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
f,b,g,k,k,p,p,l,h,p
n,b,e,s,s,w,e,e,w,e
f,b,p,k,k,p,p,l,h,p
y,n,b,s,s,w,w,e,w,p
f,b,h,k,k,p,b,l,h,p
f,b,p,k,k,p,p,l,h,p
n,b,w,s,s,w,w,p,r,p
f,b,g,k,k,p,b,l,h,p
f,b,p,s,f,w,w,p,h,p
f,b,w,s,s,w,w,p,h,p
n,b,w,s,s,w,e,e,w,e
f,b,g,k,k,b,n,l,h,p
f,b,p,f,f,w,w,p,h,p
n,b,w,s,s,w,w,p,r,p
f,b,w,s,f,w,w,p,h,p
n,b,w,s,s,w,e,e,w,e
f,b,w,f,s,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
f,b,p,s,s,w,w,p,h,p
f,b,g,k,k,p,n,l,h,p
n,n,w,k,y,w,y,e,w,p
f,b,p,s,f,w,w,p,h,p
n,b,w,s,s,w,w,e,w,e
f,n,b,s,s,p,p,e,w,p
y,n,b,s,s,w,w,e,w,p
y,n,b,s,s,w,w,e,w,p
f,b,h,f,s,w,w,p,h,p
n,b,e,s,s,e,e,e,w,e
f,b,p,k,k,n,p,l,h,p
n,b,e,s,s,w,e,e,w,e
f,b,w,f,s,w,w,p,h,p
n,n,w,s,s,w,n,e,w,e
s,n,b,k,s,w,w,e,w,p
f,b,h,f,s,w,w,p,h,p
f,b,h,s,s,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
n,b,w,s,s,w,w,p,r,p
f,b,g,k,k,n,b,l,h,p
n,b,w,s,s,e,w,e,w,e
n,n,w,s,s,w,w,p,w,p
f,b,p,f,s,w,w,p,h,p
n,n,u,s,f,w,w,f,h,e
n,n,w,s,f,w,w,f,h,e
n,b,w,s,s,w,e,e,w,e
f,b,h,s,s,w,w,p,h,p
y,n,b,s,k,p,w,e,w,p
f,b,g,k,k,n,b,l,h,p
f,b,w,s,s,w,w,p,h,p
f,b,h,s,s,w,w,p,h,p
n,b,e,s,s,e,w,e,w,e
y,n,b,k,k,w,p,e,w,p
f,b,p,k,k,b,b,l,h,p
f,b,g,k,k,b,b,l,h,p
n,b,e,s,s,e,w,e,w,e
f,b,p,f,f,w,w,p,h,p
s,n,b,s,s,p,w,e,w,p
f,b,p,s,s,w,w,p,h,p
n,n,w,s,s,w,n,e,w,e
f,b,w,f,s,w,w,p,h,p
f,b,p,k,k,n,p,l,h,p
n,n,w,s,f,w,w,f,h,e
f,b,g,k,k,p,b,l,h,p
f,n,b,s,k,p,p,e,w,p
s,n,b,s,s,w,w,e,w,p
n,b,w,s,s,e,w,e,w,e
f,b,w,s,f,w,w,p,h,p
n,b,w,s,s,w,e,e,w,e
n,b,e,s,s,w,w,e,w,e
f,n,b,s,k,p,p,e,w,p
n,n,w,k,y,w,y,e,w,p
s,n,b,s,s,w,p,e,w,p
n,b,e,s,s,w,e,e,w,e
f,b,h,f,s,w,w,p,h,p
f,b,p,k,k,p,b,l,h,p
n,b,w,s,s,w,w,e,w,e
n,b,g,s,s,w,w,p,r,p
n,n,w,s,f,w,n,e,w,e
f,b,g,k,k,n,p,l,h,p
f,b,h,f,s,w,w,p,h,p
s,n,b,s,s,w,p,e,w,p
f,b,h,s,s,w,w,p,h,p
f,b,w,s,f,w,w,p,h,p
f,n,b,k,s,w,w,e,w,p
n,n,p,s,f,w,w,f,h,e
s,n,b,k,s,p,w,e,w,p
f,b,g,k,k,n,b,l,h,p
y,n,b,k,s,p,p,e,w,p
f,b,w,s,s,w,w,p,h,p
f,b,p,k,k,n,b,l,h,p
f,b,h,s,f,w,w,p,h,p
n,n,w,k,y,w,n,e,w,p
f,b,w,s,f,w,w,p,h,p
f,b,h,f,f,w,w,p,h,p
n,n,w,f,s,w,n,e,w,e
f,b,h,s,s,w,w,p,h,p
s,n,b,k,k,w,p,e,w,p
n,b,r,s,s,w,w,p,r,p
f,b,p,k,k,p,b,l,h,p
n,b,e,s,s,e,e,e,w,e
n,b,r,s,s,w,w,p,r,p
n,n,w,k,y,w,n,e,w,p
f,b,h,k,k,p,b,l,h,p
n,n,w,f,f,w,n,e,w,e
n,n,w,f,s,w,n,e,w,e
y,n,b,s,k,w,p,e,w,p
f,b,p,f,s,w,w,p,h,p
f,b,h,f,f,w,w,p,h,p
f,b,w,s,s,w,w,p,h,p
f,b,h,f,f,w,w,p,h,p
n,n,h,s,f,w,w,f,h,e
f,b,h,k,k,b,b,l,h,p
f,b,h,f,s,w,w,p,h,p
f,n,b,s,s,p,p,e,w,p
f,b,h,k,k,p,b,l,h,p
f,b,w,f,f,w,w,p,h,p
f,b,w,f,s,w,w,p,h,p
f,b,p,k,k,p,p,l,h,p
f,b,h,k,k,b,b,l,h,p
f,n,b,s,s,p,w,e,w,p
n,n,w,k,y,w,n,e,w,p
n,b,e,s,s,e,e,e,w,e
f,b,p,k,k,p,p,l,h,p
f,b,h,s,f,w,w,p,h,p
y,n,b,k,s,p,p,e,w,p
f,b,h,k,k,n,b,l,h,p
f,b,g,k,k,b,n,l,h,p
f,b,h,s,s,w,w,p,h,p
n,b,w,s,s,w,w,p,r,p
f,b,h,k,k,p,n,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,h,s,s,w,w,p,h,p
f,b,p,f,s,w,w,p,h,p
f,b,h,f,f,w,w,p,h,p
f,n,b,s,s,w,w,e,w,p
n,b,r,s,s,w,w,p,r,p
f,b,h,f,s,w,w,p,h,p
n,b,w,s,s,w,w,e,w,e
s,n,b,s,k,p,w,e,w,p
f,b,p,k,k,n,b,l,h,p
f,b,p,s,f,w,w,p,h,p
n,b,e,s,s,e,w,e,w,e
f,b,w,f,s,w,w,p,h,p
n,n,w,f,f,w,n,e,w,e
n,b,e,s,s,w,e,e,w,e
n,n,w,f,f,w,n,e,w,e
n,b,w,s,s,e,e,e,w,e
f,b,w,s,s,w,w,p,h,p
n,b,w,s,s,w,e,e,w,e
n,b,w,s,s,w,e,e,w,e
f,b,p,s,f,w,w,p,h,p
n,b,e,s,s,e,w,e,w,e
f,b,p,f,f,w,w,p,h,p
n,n,w,k,y,w,y,e,w,p
f,b,h,s,s,w,w,p,h,p
f,b,h,k,k,n,p,l,h,p
f,b,p,k,k,p,n,l,h,p
n,n,w,k,y,w,y,e,w,p
f,b,p,k,k,p,p,l,h,p
f,b,p,k,k,b,b,l,h,p
n,n,w,s,s,w,n,e,w,e
y,n,b,k,k,p,w,e,w,p
f,b,h,s,s,w,w,p,h,p
f,n,b,k,k,w,w,e,w,p
n,b,r,s,s,w,w,p,r,p
f,b,g,k,k,p,p,l,h,p
f,b,w,s,f,w,w,p,h,p
f,b,g,k,k,n,b,l,h,p
f,b,p,f,s,w,w,p,h,p
f,b,h,s,s,w,w,p,h,p
y,n,b,k,k,p,p,e,w,p
f,b,h,k,k,p,n,l,h,p
n,b,e,s,s,w,w,e,w,e
f,b,g,k,k,n,b,l,h,p
n,b,e,s,s,w,e,e,w,e
n,b,w,s,s,e,w,e,w,e
n,b,e,s,s,e,e,e,w,e
f,b,p,f,s,w,w,p,h,p
f,b,h,k,k,b,p,l,h,p
n,b,e,s,s,e,w,e,w,e
n,b,w,s,s,w,e,e,w,e
f,b,g,k,k,b,n,l,h,p
n,b,g,s,s,w,w,p,r,p
f,b,h,s,f,w,w,p,h,p
f,b,w,f,s,w,w,p,h,p
f,b,p,s,s,w,w,p,h,p
f,b,h,k,k,p,n,l,h,p
f,b,w,s,s,w,w,p,h,p
f,b,w,f,s,w,w,p,h,p
n,n,h,s,f,w,w,f,h,e
f,b,p,k,k,b,p,l,h,p
f,n,b,s,k,w,w,e,w,p
f,b,w,f,s,w,w,p,h,p
n,n,w,f,s,w,n,e,w,e
f,b,h,f,s,w,w,p,h,p
n,n,p,s,f,w,w,f,h,e
f,b,h,k,k,b,n,l,h,p
f,b,p,k,k,p,p,l,h,p
n,b,g,s,s,w,w,p,r,p
y,n,b,k,k,p,w,e,w,p
s,n,b,k,k,w,p,e,w,p
f,b,h,k,k,p,n,l,h,p
n,b,e,s,s,e,e,e,w,e
f,b,w,f,f,w,w,p,h,p
f,b,w,s,f,w,w,p,h,p
y,n,b,k,s,w,w,e,w,p
f,b,h,f,s,w,w,p,h,p
y,n,b,k,s,w,p,e,w,p
f,b,p,f,f,w,w,p,h,p
f,b,w,s,s,w,w,p,h,p
f,b,w,s,f,w,w,p,h,p
f,b,g,k,k,p,p,l,h,p
f,b,p,k,k,n,n,l,h,p
f,b,p,k,k,b,n,l,h,p
f,b,g,k,k,n,p,l,h,p
f,b,w,f,f,w,w,p,h,p
f,b,p,f,f,w,w,p,h,p
f,b,h,f,s,w,w,p,h,p
f,b,p,k,k,p,n,l,h,p
f,b,h,f,f,w,w,p,h,p
s,n,b,s,k,w,p,e,w,p
f,b,w,s,s,w,w,p,h,p
n,b,e,s,s,e,w,e,w,e
n,b,w,s,s,w,w,p,r,p
y,n,b,s,s,p,p,e,w,p
n,b,e,s,s,w,e,e,w,e
f,b,w,s,s,w,w,p,h,p
f,b,p,s,s,w,w,p,h,p
y,n,b,k,k,w,p,e,w,p
f,b,w,f,s,w,w,p,h,p
y,n,b,s,s,p,w,e,w,p
n,b,w,s,s,w,w,p,r,p
y,n,b,k,s,p,w,e,w,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,p,n,l,h,p
f,b,h,k,k,n,b,l,h,p
n,b,r,s,s,w,w,p,r,p
f,b,h,f,f,w,w,p,h,p
n,b,w,s,s,e,e,e,w,e
f,b,w,f,s,w,w,p,h,p
n,b,e,s,s,w,w,e,w,e
f,b,p,s,f,w,w,p,h,p
y,n,b,k,s,p,w,e,w,p
f,b,p,k,k,n,n,l,h,p
f,b,p,k,k,p,n,l,h,p
f,b,p,k,k,p,p,l,h,p
n,b,w,s,s,w,e,e,w,e
f,b,g,k,k,p,b,l,h,p
s,n,b,k,k,p,p,e,w,p
f,b,w,f,f,w,w,p,h,p
f,b,h,k,k,p,b,l,h,p
n,b,e,s,s,e,w,e,w,e
n,b,g,s,s,w,w,p,r,p
n,b,w,s,s,w,w,p,r,p
f,b,g,k,k,b,b,l,h,p
f,b,h,k,k,p,b,l,h,p
n,n,w,s,f,w,w,f,h,e
f,b,p,s,f,w,w,p,h,p
f,b,p,f,f,w,w,p,h,p
f,b,p,f,s,w,w,p,h,p
y,n,b,s,k,w,p,e,w,p
n,b,e,s,s,e,e,e,w,e
n,b,w,s,s,w,w,e,w,e
n,b,w,s,s,w,e,e,w,e
f,b,h,s,s,w,w,p,h,p
f,b,p,k,k,p,p,l,h,p
y,n,b,s,k,p,p,e,w,p
n,n,w,s,s,w,w,p,w,p
f,b,p,f,f,w,w,p,h,p
f,b,w,s,f,w,w,p,h,p
y,n,b,k,k,w,p,e,w,p
f,b,w,s,s,w,w,p,h,p
s,n,b,k,s,w,w,e,w,p
n,b,e,s,s,e,w,e,w,e
n,n,h,s,f,w,w,f,h,e
f,b,h,k,k,b,p,l,h,p
y,n,b,s,k,p,p,e,w,p
f,b,g,k,k,p,n,l,h,p
s,n,b,k,s,p,p,e,w,p
f,b,h,s,f,w,w,p,h,p
s,n,b,k,k,w,w,e,w,p
n,n,w,s,f,w,n,e,w,e
f,b,p,f,s,w,w,p,h,p
f,b,p,k,k,n,p,l,h,p
n,b,e,s,s,w,e,e,w,e
n,b,r,s,s,w,w,p,r,p
f,b,h,k,k,b,b,l,h,p
n,n,h,s,f,w,w,f,h,e
f,n,b,s,s,w,w,e,w,p
y,n,b,k,k,w,p,e,w,p
f,b,p,f,f,w,w,p,h,p
f,b,g,k,k,n,n,l,h,p
f,n,b,s,s,w,p,e,w,p
n,b,e,s,s,w,e,e,w,e
f,n,b,k,k,p,w,e,w,p
n,b,w,s,s,w,e,e,w,e
n,b,w,s,s,w,w,e,w,e
n,b,e,s,s,w,e,e,w,e
f,b,w,s,f,w,w,p,h,p
n,b,e,s,s,w,w,e,w,e
f,b,g,k,k,n,p,l,h,p
f,b,g,k,k,n,n,l,h,p
f,b,g,k,k,n,n,l,h,p
n,b,w,s,s,w,w,e,w,e
f,b,p,s,f,w,w,p,h,p
n,n,w,s,s,w,n,e,w,e
n,n,w,s,s,w,n,e,w,e
n,b,r,s,s,w,w,p,r,p
y,n,b,k,k,p,w,e,w,p
f,b,h,s,f,w,w,p,h,p
n,n,p,s,f,w,w,f,h,e
f,b,w,f,f,w,w,p,h,p
n,n,p,s,f,w,w,f,h,e
y,n,b,s,k,w,w,e,w,p
f,b,p,s,s,w,w,p,h,p
n,b,w,s,s,e,w,e,w,e
n,b,e,s,s,w,e,e,w,e
s,n,b,s,s,p,p,e,w,p
f,n,b,s,k,w,w,e,w,p
f,b,p,s,s,w,w,p,h,p
f,b,p,k,k,p,n,l,h,p
n,b,e,s,s,w,w,e,w,e
n,b,e,s,s,e,w,e,w,e
